x;y;comment_class
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,510781;55,8729;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,500037;55,804891;-1
37,570034;55,779727;1
37,565497;55,78201;1
37,576178;55,779585;1
37,545276;55,794436;1
37,575935;55,776315;1
37,574112;55,778583;1
37,534119;55,886069;-1
37,586482;55,878238;-1
37,492545;55,859736;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,504322;55,748458;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,540596;55,7985;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,347934;55,948145;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
37,353701;55,940956;-1
